Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Spectral Count	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Unique Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_890 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_891 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124A_Slot1-7_1_892 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_893 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_894 MaxLFQ Total Intensity	20180809_120min_200ms_WEHI25_brute20k_timsON_100ng_HYE124B_Slot1-8_1_895 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|O75940|SPF30_HUMAN	O75940	SPF30_HUMAN	SMNDC1	238	45.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Survival of motor neuron-related-splicing factor 30	1.0000	0.9990	7	66	66	66	18	10	8	12	8	10	18	10	8	12	8	10	18	10	8	12	8	10	434320.6	400615.1	424645.4	449961.8	447531.75	434081.6	434320.6	400615.1	424645.4	449961.8	447531.75	434081.6	434320.6	400615.1	424645.4	449961.8	447531.75	434081.6	217067.97	205302.5	198580.33	195119.64	182880.53	176802.38	217067.97	205302.5	198580.33	195119.64	182880.53	176802.38	217067.97	205302.5	198580.33	195119.64	182880.53	176802.38	
sp|O75947|ATP5H_HUMAN	O75947	ATP5H_HUMAN	ATP5PD	161	67.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP synthase subunit d, mitochondrial	1.0000	0.9990	9	106	106	106	15	15	18	21	18	19	15	15	18	21	18	19	15	15	18	21	18	19	949916.06	789660.4	971846.6	825291.44	817675.25	751938.56	949916.06	789660.4	971846.6	825291.44	817675.25	751938.56	949916.06	789660.4	971846.6	825291.44	817675.25	751938.56	490275.8	467945.1	562606.6	474690.53	469788.56	439921.22	490275.8	467945.1	562606.6	474690.53	469788.56	439921.22	490275.8	467945.1	562606.6	474690.53	469788.56	439921.22	
sp|O75955|FLOT1_HUMAN	O75955	FLOT1_HUMAN	FLOT1	427	69.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Flotillin-1	1.0000	0.9990	23	148	148	148	27	23	22	26	23	27	27	23	22	26	23	27	27	23	22	26	23	27	392326.62	391352.62	781382.25	787954.56	369267.0	771469.25	392326.62	391352.62	781382.25	787954.56	369267.0	771469.25	392326.62	391352.62	781382.25	787954.56	369267.0	771469.25	278989.2	285821.78	275962.78	288927.1	291346.1	293046.88	278989.2	285821.78	275962.78	288927.1	291346.1	293046.88	278989.2	285821.78	275962.78	288927.1	291346.1	293046.88	
sp|O76003|GLRX3_HUMAN	O76003	GLRX3_HUMAN	GLRX3	335	55.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutaredoxin-3	1.0000	0.9990	13	142	142	142	23	22	25	24	22	26	23	22	25	24	22	26	23	22	25	24	22	26	1221197.4	1131138.0	1136116.9	1358193.2	1293960.2	1312007.6	1221197.4	1131138.0	1136116.9	1358193.2	1293960.2	1312007.6	1221197.4	1131138.0	1136116.9	1358193.2	1293960.2	1312007.6	552066.6	554922.94	538787.7	562230.4	548581.44	551443.0	552066.6	554922.94	538787.7	562230.4	548581.44	551443.0	552066.6	554922.94	538787.7	562230.4	548581.44	551443.0	
sp|O76021|RL1D1_HUMAN	O76021	RL1D1_HUMAN	RSL1D1	490	34.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribosomal L1 domain-containing protein 1	1.0000	0.9990	13	170	170	170	28	29	27	32	28	26	28	29	27	32	28	26	28	29	27	32	28	26	2520911.8	2384454.5	2552542.2	2839661.0	1598910.2	1509583.5	2520911.8	2384454.5	2552542.2	2839661.0	1598910.2	1509583.5	2520911.8	2384454.5	2552542.2	2839661.0	1598910.2	1509583.5	1210709.0	1217496.0	1261675.4	1254205.0	1232185.0	1242189.5	1210709.0	1217496.0	1261675.4	1254205.0	1232185.0	1242189.5	1210709.0	1217496.0	1261675.4	1254205.0	1232185.0	1242189.5	
sp|O76031|CLPX_HUMAN	O76031	CLPX_HUMAN	CLPX	633	36.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial	1.0000	0.9990	20	106	106	106	22	17	20	16	11	20	22	17	20	16	11	20	22	17	20	16	11	20	248763.78	254508.97	234744.5	253985.11	239742.03	231285.11	248763.78	254508.97	234744.5	253985.11	239742.03	231285.11	248763.78	254508.97	234744.5	253985.11	239742.03	231285.11	99304.05	107238.36	97700.11	98839.04	101444.26	102159.64	99304.05	107238.36	97700.11	98839.04	101444.26	102159.64	99304.05	107238.36	97700.11	98839.04	101444.26	102159.64	
sp|O76070|SYUG_HUMAN	O76070	SYUG_HUMAN	SNCG	127	52.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Gamma-synuclein	1.0000	0.9990	5	79	79	79	15	13	14	14	10	13	15	13	14	14	10	13	15	13	14	14	10	13	902021.0	936450.94	985076.4	1021698.25	989292.56	960083.5	902021.0	936450.94	985076.4	1021698.25	989292.56	960083.5	902021.0	936450.94	985076.4	1021698.25	989292.56	960083.5	396225.78	402884.44	395983.34	392625.16	387317.6	391411.66	396225.78	402884.44	395983.34	392625.16	387317.6	391411.66	396225.78	402884.44	395983.34	392625.16	387317.6	391411.66	
sp|O76071|CIAO1_HUMAN	O76071	CIAO1_HUMAN	CIAO1	339	54.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable cytosolic iron-sulfur protein assembly protein CIAO1	1.0000	0.9990	11	124	124	124	19	23	21	25	18	18	19	23	21	25	18	18	19	23	21	25	18	18	706133.06	724004.9	691882.06	708748.0	669248.0	676768.8	706133.06	724004.9	691882.06	708748.0	669248.0	676768.8	706133.06	724004.9	691882.06	708748.0	669248.0	676768.8	396903.7	410284.4	389040.88	387726.6	384322.53	382601.44	396903.7	410284.4	389040.88	387726.6	384322.53	382601.44	396903.7	410284.4	389040.88	387726.6	384322.53	382601.44	
sp|O76080|ZFAN5_HUMAN	O76080	ZFAN5_HUMAN	ZFAND5	213	28.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	AN1-type zinc finger protein 5	1.0000	0.9990	5	25	25	25	5	2	3	2	7	6	5	2	3	2	7	6	5	2	3	2	7	6	55286.656	46513.07	48769.21	38927.86	46206.734	42430.906	55286.656	46513.07	48769.21	38927.86	46206.734	42430.906	55286.656	46513.07	48769.21	38927.86	46206.734	42430.906	35749.87	30404.725	32245.951	25179.729	30433.268	28683.729	35749.87	30404.725	32245.951	25179.729	30433.268	28683.729	35749.87	30404.725	32245.951	25179.729	30433.268	28683.729	
sp|O76094|SRP72_HUMAN	O76094	SRP72_HUMAN	SRP72	671	46.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Signal recognition particle subunit SRP72	1.0000	0.9990	23	238	238	238	48	49	32	38	38	33	48	49	32	38	38	33	48	49	32	38	38	33	1750502.0	1878274.5	1844071.0	1165165.9	1112898.0	1161698.8	1750502.0	1878274.5	1844071.0	1165165.9	1112898.0	1161698.8	1750502.0	1878274.5	1844071.0	1165165.9	1112898.0	1161698.8	995177.25	979380.0	979592.25	974627.6	969384.6	965202.25	995177.25	979380.0	979592.25	974627.6	969384.6	965202.25	995177.25	979380.0	979592.25	974627.6	969384.6	965202.25	
sp|O94763|RMP_HUMAN	O94763	RMP_HUMAN	URI1	535	21.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional prefoldin RPB5 interactor 1	1.0000	0.9990	8	28	28	28	7	6	3	7	4	1	7	6	3	7	4	1	7	6	3	7	4	1	113862.76	107284.59	70257.76	37387.598	134431.69	81260.47	113862.76	107284.59	70257.76	37387.598	134431.69	81260.47	113862.76	107284.59	70257.76	37387.598	134431.69	81260.47	42377.1	44183.156	46229.812	43182.277	42319.24	44949.758	42377.1	44183.156	46229.812	43182.277	42319.24	44949.758	42377.1	44183.156	46229.812	43182.277	42319.24	44949.758	
sp|O94782|UBP1_HUMAN	O94782	UBP1_HUMAN	USP1	785	6.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 1	1.0000	0.9990	6	15	15	15	4	2	3	1	3	2	4	2	3	1	3	2	4	2	3	1	3	2	756471.2	763590.1	894864.5	498839.88	360564.56	416798.0	756471.2	763590.1	894864.5	498839.88	360564.56	416798.0	756471.2	763590.1	894864.5	498839.88	360564.56	416798.0	532355.9	509079.3	603938.2	504141.2	413206.34	441882.75	532355.9	509079.3	603938.2	504141.2	413206.34	441882.75	532355.9	509079.3	603938.2	504141.2	413206.34	441882.75	
sp|O94822|LTN1_HUMAN	O94822	LTN1_HUMAN	LTN1	1766	18.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase listerin	1.0000	0.9990	26	130	130	130	21	27	16	20	22	24	21	27	16	20	22	24	21	27	16	20	22	24	248911.94	248925.28	258683.9	276404.22	214513.31	231858.44	248911.94	248925.28	258683.9	276404.22	214513.31	231858.44	248911.94	248925.28	258683.9	276404.22	214513.31	231858.44	101518.14	98774.984	100628.34	99028.305	94281.44	94628.67	101518.14	98774.984	100628.34	99028.305	94281.44	94628.67	101518.14	98774.984	100628.34	99028.305	94281.44	94628.67	
sp|O94826|TOM70_HUMAN	O94826	TOM70_HUMAN	TOMM70	608	42.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM70	1.0000	0.9990	19	183	183	183	30	35	27	31	33	27	30	35	27	31	33	27	30	35	27	31	33	27	524874.1	510905.22	478625.2	474862.25	491085.12	483275.7	524874.1	510905.22	478625.2	474862.25	491085.12	483275.7	524874.1	510905.22	478625.2	474862.25	491085.12	483275.7	189443.36	186592.86	187538.73	181777.97	178404.47	175524.11	189443.36	186592.86	187538.73	181777.97	178404.47	175524.11	189443.36	186592.86	187538.73	181777.97	178404.47	175524.11	
sp|O94832|MYO1D_HUMAN	O94832	MYO1D_HUMAN	MYO1D	1006	19.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Unconventional myosin-Id	1.0000	0.9990	14	50	50	50	11	15	5	7	5	7	11	15	5	7	5	7	11	15	5	7	5	7	170916.08	161398.38	172302.67	161581.16	154418.42	160349.5	170916.08	161398.38	172302.67	161581.16	154418.42	160349.5	170916.08	161398.38	172302.67	161581.16	154418.42	160349.5	63253.305	62093.246	61976.438	58644.78	60406.816	59027.184	63253.305	62093.246	61976.438	58644.78	60406.816	59027.184	63253.305	62093.246	61976.438	58644.78	60406.816	59027.184	
sp|O94855|SC24D_HUMAN	O94855	SC24D_HUMAN	SEC24D	1032	6.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec24D	1.0000	0.9990	5	15	15	15	2	3	3	3	3	1	2	3	3	3	3	1	2	3	3	3	3	1	71621.61	76449.73	74877.89	70043.0	51513.88	63846.258	71621.61	76449.73	74877.89	70043.0	51513.88	63846.258	71621.61	76449.73	74877.89	70043.0	51513.88	63846.258	58161.875	63895.062	59485.273	56101.2	50932.36	45002.465	58161.875	63895.062	59485.273	56101.2	50932.36	45002.465	58161.875	63895.062	59485.273	56101.2	50932.36	45002.465	
sp|O94864|ST65G_HUMAN	O94864	ST65G_HUMAN	SUPT7L	414	10.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	STAGA complex 65 subunit gamma	1.0000	0.9990	3	19	19	19	2	3	5	2	4	3	2	3	5	2	4	3	2	3	5	2	4	3	116386.87	92241.78	122675.53	130375.375	192208.75	75905.38	116386.87	92241.78	122675.53	130375.375	192208.75	75905.38	116386.87	92241.78	122675.53	130375.375	192208.75	75905.38	54364.246	51570.832	57260.957	59274.66	70945.61	55922.914	54364.246	51570.832	57260.957	59274.66	70945.61	55922.914	54364.246	51570.832	57260.957	59274.66	70945.61	55922.914	
sp|O94874|UFL1_HUMAN	O94874	UFL1_HUMAN	UFL1	794	18.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 UFM1-protein ligase 1	1.0000	0.9990	15	95	95	95	22	15	14	16	14	14	22	15	14	16	14	14	22	15	14	16	14	14	201976.38	215374.31	223649.4	199747.72	205603.31	217977.12	201976.38	215374.31	223649.4	199747.72	205603.31	217977.12	201976.38	215374.31	223649.4	199747.72	205603.31	217977.12	86997.37	89168.914	94467.37	86167.445	89430.234	97484.12	86997.37	89168.914	94467.37	86167.445	89430.234	97484.12	86997.37	89168.914	94467.37	86167.445	89430.234	97484.12	
sp|O94880|PHF14_HUMAN	O94880	PHF14_HUMAN	PHF14	888	11.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	PHD finger protein 14	1.0000	0.9990	9	21	21	21	2	4	2	4	5	4	2	4	2	4	5	4	2	4	2	4	5	4	68078.125	66838.13	101485.36	91176.66	86076.97	98281.59	68078.125	66838.13	101485.36	91176.66	86076.97	98281.59	68078.125	66838.13	101485.36	91176.66	86076.97	98281.59	38355.18	39141.867	41398.418	39127.285	37718.484	42118.715	38355.18	39141.867	41398.418	39127.285	37718.484	42118.715	38355.18	39141.867	41398.418	39127.285	37718.484	42118.715	
sp|O94888|UBXN7_HUMAN	O94888	UBXN7_HUMAN	UBXN7	489	28.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	UBX domain-containing protein 7	1.0000	0.9990	11	87	87	87	16	13	18	12	13	15	16	13	18	12	13	15	16	13	18	12	13	15	266377.88	270618.12	278854.56	300424.0	278422.25	263446.56	266377.88	270618.12	278854.56	300424.0	278422.25	263446.56	266377.88	270618.12	278854.56	300424.0	278422.25	263446.56	127073.78	124025.945	127533.83	123622.37	121117.71	122795.555	127073.78	124025.945	127533.83	123622.37	121117.71	122795.555	127073.78	124025.945	127533.83	123622.37	121117.71	122795.555	
sp|O94903|PLPHP_HUMAN	O94903	PLPHP_HUMAN	PLPBP	275	25.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pyridoxal phosphate homeostasis protein	1.0000	0.9990	7	38	38	38	6	7	4	7	7	7	6	7	4	7	7	7	6	7	4	7	7	7	285833.16	270710.5	270441.2	256839.55	281778.22	270737.6	285833.16	270710.5	270441.2	256839.55	281778.22	270737.6	285833.16	270710.5	270441.2	256839.55	281778.22	270737.6	110824.98	120052.62	108390.57	106870.3	106521.266	104829.555	110824.98	120052.62	108390.57	106870.3	106521.266	104829.555	110824.98	120052.62	108390.57	106870.3	106521.266	104829.555	
sp|O94906|PRP6_HUMAN	O94906	PRP6_HUMAN	PRPF6	941	41.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA-processing factor 6	1.0000	0.9990	32	252	252	252	38	44	42	45	44	39	38	44	42	45	44	39	38	44	42	45	44	39	446816.4	430054.0	458846.44	439821.72	438936.97	445367.62	446816.4	430054.0	458846.44	439821.72	438936.97	445367.62	446816.4	430054.0	458846.44	439821.72	438936.97	445367.62	157927.17	154743.03	159602.69	158011.6	151853.11	154128.98	157927.17	154743.03	159602.69	158011.6	151853.11	154128.98	157927.17	154743.03	159602.69	158011.6	151853.11	154128.98	
sp|O94913|PCF11_HUMAN	O94913	PCF11_HUMAN	PCF11	1555	12.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA cleavage complex 2 protein Pcf11	1.0000	0.9990	14	74	74	74	15	10	14	13	9	13	15	10	14	13	9	13	15	10	14	13	9	13	228971.72	207452.39	194012.1	106141.56	141908.88	81298.27	228971.72	207452.39	194012.1	106141.56	141908.88	81298.27	228971.72	207452.39	194012.1	106141.56	141908.88	81298.27	84473.484	84859.664	80789.3	83680.05	78884.54	73812.92	84473.484	84859.664	80789.3	83680.05	78884.54	73812.92	84473.484	84859.664	80789.3	83680.05	78884.54	73812.92	
sp|O94925|GLSK_HUMAN	O94925	GLSK_HUMAN	GLS	669	21.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutaminase kidney isoform, mitochondrial	1.0000	0.9990	13	78	78	78	13	15	12	12	12	14	13	15	12	12	12	14	13	15	12	12	12	14	472426.9	456458.38	456813.9	468450.66	475978.94	488941.75	472426.9	456458.38	456813.9	468450.66	475978.94	488941.75	472426.9	456458.38	456813.9	468450.66	475978.94	488941.75	252796.16	247241.19	248506.42	234319.52	222780.8	207149.38	252796.16	247241.19	248506.42	234319.52	222780.8	207149.38	252796.16	247241.19	248506.42	234319.52	222780.8	207149.38	
sp|O94964|SOGA1_HUMAN	O94964	SOGA1_HUMAN	SOGA1	1423	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SOGA1	1.0000	0.9988	4	6	6	6	2	2	0	0	0	2	2	2	0	0	0	2	2	2	0	0	0	2	51449.38	58366.51	65582.64	59502.29	0.0	62015.89	51449.38	58366.51	65582.64	59502.29	0.0	62015.89	51449.38	58366.51	65582.64	59502.29	0.0	62015.89	53079.816	56573.688	0.0	0.0	0.0	0.0	53079.816	56573.688	0.0	0.0	0.0	0.0	53079.816	56573.688	0.0	0.0	0.0	0.0	
sp|O94966|UBP19_HUMAN	O94966	UBP19_HUMAN	USP19	1318	4.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 19	1.0000	0.9990	6	29	29	29	3	7	5	3	3	8	3	7	5	3	3	8	3	7	5	3	3	8	4141643.0	2950343.2	2152786.0	1777548.2	1708667.4	1630128.5	4141643.0	2950343.2	2152786.0	1777548.2	1708667.4	1630128.5	4141643.0	2950343.2	2152786.0	1777548.2	1708667.4	1630128.5	2298181.2	2277130.0	2000987.1	2177718.8	2110305.0	2145326.5	2298181.2	2277130.0	2000987.1	2177718.8	2110305.0	2145326.5	2298181.2	2277130.0	2000987.1	2177718.8	2110305.0	2145326.5	
sp|O94973|AP2A2_HUMAN	O94973	AP2A2_HUMAN	AP2A2	939	34.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	AP-2 complex subunit alpha-2	1.0000	0.9990	23	144	82	144	30	27	21	21	25	20	20	18	12	10	13	9	30	27	21	21	25	20	356381.06	255851.9	316654.94	349650.7	362473.28	408317.25	217472.88	107903.89	178435.2	204412.7	210735.52	251099.42	356381.06	255851.9	316654.94	349650.7	362473.28	408317.25	164397.66	160504.4	159221.31	161569.89	163184.64	160622.45	113650.45	105418.46	104330.71	103431.55	104805.99	103505.54	164397.66	160504.4	159221.31	161569.89	163184.64	160622.45	
sp|O94979|SC31A_HUMAN	O94979	SC31A_HUMAN	SEC31A	1220	38.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein transport protein Sec31A	1.0000	0.9990	32	328	328	328	57	59	49	51	52	60	57	59	49	51	52	60	57	59	49	51	52	60	662796.5	681262.5	666801.5	714390.2	697354.56	711782.7	662796.5	681262.5	666801.5	714390.2	697354.56	711782.7	662796.5	681262.5	666801.5	714390.2	697354.56	711782.7	266264.78	271700.38	264569.5	262128.33	262817.25	254884.5	266264.78	271700.38	264569.5	262128.33	262817.25	254884.5	266264.78	271700.38	264569.5	262128.33	262817.25	254884.5	
sp|O94992|HEXI1_HUMAN	O94992	HEXI1_HUMAN	HEXIM1	359	21.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein HEXIM1	1.0000	0.9990	5	36	36	36	8	5	6	5	5	7	8	5	6	5	5	7	8	5	6	5	5	7	368637.8	360994.47	412207.78	339915.94	316550.62	352404.62	368637.8	360994.47	412207.78	339915.94	316550.62	352404.62	368637.8	360994.47	412207.78	339915.94	316550.62	352404.62	186442.5	183264.66	197380.64	177320.2	168196.98	178062.89	186442.5	183264.66	197380.64	177320.2	168196.98	178062.89	186442.5	183264.66	197380.64	177320.2	168196.98	178062.89	
sp|O95059|RPP14_HUMAN	O95059	RPP14_HUMAN	RPP14	124	31.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ribonuclease P protein subunit p14	1.0000	0.9990	3	9	9	9	2	2	1	0	2	2	2	2	1	0	2	2	2	2	1	0	2	2	57346.56	46586.32	42811.53	43859.152	38477.1	29945.713	57346.56	46586.32	42811.53	43859.152	38477.1	29945.713	57346.56	46586.32	42811.53	43859.152	38477.1	29945.713	35743.383	29008.252	26667.277	27338.09	22327.549	29945.713	35743.383	29008.252	26667.277	27338.09	22327.549	29945.713	35743.383	29008.252	26667.277	27338.09	22327.549	29945.713	
sp|O95067|CCNB2_HUMAN	O95067	CCNB2_HUMAN	CCNB2	398	21.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	G2/mitotic-specific cyclin-B2	1.0000	0.9990	6	21	21	21	5	6	2	4	2	2	5	6	2	4	2	2	5	6	2	4	2	2	78592.375	69428.45	69121.34	49176.47	71125.74	58723.305	78592.375	69428.45	69121.34	49176.47	71125.74	58723.305	78592.375	69428.45	69121.34	49176.47	71125.74	58723.305	33223.316	28680.57	27955.453	25545.11	27124.1	22462.955	33223.316	28680.57	27955.453	25545.11	27124.1	22462.955	33223.316	28680.57	27955.453	25545.11	27124.1	22462.955	
sp|O95071|UBR5_HUMAN	O95071	UBR5_HUMAN	UBR5	2799	22.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase UBR5	1.0000	0.9990	44	211	211	211	45	29	33	37	39	28	45	29	33	37	39	28	45	29	33	37	39	28	260564.23	254420.52	257215.22	260094.39	241883.27	243560.55	260564.23	254420.52	257215.22	260094.39	241883.27	243560.55	260564.23	254420.52	257215.22	260094.39	241883.27	243560.55	99396.52	95693.93	96613.84	96979.234	91994.21	91231.484	99396.52	95693.93	96613.84	96979.234	91994.21	91231.484	99396.52	95693.93	96613.84	96979.234	91994.21	91231.484	
sp|O95104|SCAF4_HUMAN	O95104	SCAF4_HUMAN	SCAF4	1147	12.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	SR-related and CTD-associated factor 4	1.0000	0.9990	9	69	60	69	14	11	11	11	13	9	11	10	10	10	11	8	14	11	11	11	13	9	517461.28	521828.72	501082.0	510741.62	489465.16	457304.28	401273.56	410911.2	416403.38	426650.75	396016.5	385293.03	517461.28	521828.72	501082.0	510741.62	489465.16	457304.28	211924.36	214931.94	213408.12	207313.64	193319.95	186305.17	181363.06	183598.58	189976.45	180197.42	164253.88	163488.19	211924.36	214931.94	213408.12	207313.64	193319.95	186305.17	
