Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Spectral Count	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Spectral Count	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Spectral Count	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Spectral Count	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Unique Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Unique Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Unique Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Unique Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Unique Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Unique Intensity	20211130_002_S326355_P3F_2_P3F__DOX___BP___H2O2 Total Intensity	20211130_004_S326356_P3F_3_P3F__DOX___BP___H2O2 Total Intensity	20211130_006_S326354_P3F_1_P3F__DOX___BP___H2O2 Total Intensity	20211130_008_S326359_PIPOX_3_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_011_S326352_dCas9_2_dCas9__DOX___BP___H2O2 Total Intensity	20211130_013_S326351_dCas9_1_dCas9__DOX___BP___H2O2 Total Intensity	20211130_015_S326357_PIPOX_1_dCas9_PIPOX__DOX__BP__H2O2 Total Intensity	20211130_017_S326358_PIPOX_2_dCas9_PIPOX__DOX__BP__H2O2_rep Total Intensity	20211130_020_S326353_dCas9_3_dCas9__DOX___BP___H2O2 Total Intensity	Indistinguishable Proteins
sp|Q6PL18|ATAD2_HUMAN	Q6PL18	ATAD2_HUMAN	ATAD2	1390	6.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATPase family AAA domain-containing protein 2	1.0000	0.9990	6	18	18	18	0	0	0	2	3	1	1	6	5	0	0	0	2	3	1	1	6	5	0	0	0	2	3	1	1	6	5	2490354.5	4922980.0	5751857.5	6.354516E7	7.6911192E7	5.8985048E7	9.8598232E7	6.6651744E7	7.2117296E7	2490354.5	4922980.0	5751857.5	6.354516E7	7.6911192E7	5.8985048E7	9.8598232E7	6.6651744E7	7.2117296E7	2490354.5	4922980.0	5751857.5	6.354516E7	7.6911192E7	5.8985048E7	9.8598232E7	6.6651744E7	7.2117296E7	
sp|Q6UN15|FIP1_HUMAN	Q6UN15	FIP1_HUMAN	FIP1L1	594	6.40	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pre-mRNA 3'-end-processing factor FIP1	1.0000	0.9990	4	5	5	5	0	0	0	1	0	0	1	0	3	0	0	0	1	0	0	1	0	3	0	0	0	1	0	0	1	0	3	3206566.0	1.3963662E7	1.598893E7	1.04955088E8	5.0977092E7	3.9847872E7	1.01999352E8	1.74135536E8	6.0236604E7	3206566.0	1.3963662E7	1.598893E7	1.04955088E8	5.0977092E7	3.9847872E7	1.01999352E8	1.74135536E8	6.0236604E7	3206566.0	1.3963662E7	1.598893E7	1.04955088E8	5.0977092E7	3.9847872E7	1.01999352E8	1.74135536E8	6.0236604E7	
sp|Q6Y7W6|GGYF2_HUMAN	Q6Y7W6	GGYF2_HUMAN	GIGYF2	1299	2.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	GRB10-interacting GYF protein 2	1.0000	0.9990	4	10	10	10	0	0	0	4	0	0	2	2	2	0	0	0	4	0	0	2	2	2	0	0	0	4	0	0	2	2	2	0.0	0.0	0.0	6.8957056E7	3.0167602E7	3.4289848E7	7.812112E7	6.7384928E7	3.074459E7	0.0	0.0	0.0	6.8957056E7	3.0167602E7	3.4289848E7	7.812112E7	6.7384928E7	3.074459E7	0.0	0.0	0.0	6.8957056E7	3.0167602E7	3.4289848E7	7.812112E7	6.7384928E7	3.074459E7	
sp|Q6ZU80|CE128_HUMAN	Q6ZU80	CE128_HUMAN	CEP128	1094	3.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Centrosomal protein of 128 kDa	1.0000	0.9990	6	10	10	10	0	0	0	0	5	1	1	0	3	0	0	0	0	5	1	1	0	3	0	0	0	0	5	1	1	0	3	0.0	0.0	0.0	1.5981091E7	6.9234672E7	2.8124548E7	4.8583532E7	1.7609392E7	4.6490256E7	0.0	0.0	0.0	1.5981091E7	6.9234672E7	2.8124548E7	4.8583532E7	1.7609392E7	4.6490256E7	0.0	0.0	0.0	1.5981091E7	6.9234672E7	2.8124548E7	4.8583532E7	1.7609392E7	4.6490256E7	
sp|Q7KZF4|SND1_HUMAN	Q7KZF4	SND1_HUMAN	SND1	910	9.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	Staphylococcal nuclease domain-containing protein 1	1.0000	0.9990	9	20	20	20	0	0	0	7	1	3	2	3	4	0	0	0	7	1	3	2	3	4	0	0	0	7	1	3	2	3	4	0.0	0.0	0.0	2.01893632E8	1.72620624E8	1.8078768E8	1.86140384E8	1.5441048E8	1.70774384E8	0.0	0.0	0.0	2.01893632E8	1.72620624E8	1.8078768E8	1.86140384E8	1.5441048E8	1.70774384E8	0.0	0.0	0.0	2.01893632E8	1.72620624E8	1.8078768E8	1.86140384E8	1.5441048E8	1.70774384E8	
sp|Q7L014|DDX46_HUMAN	Q7L014	DDX46_HUMAN	DDX46	1031	10.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX46	1.0000	0.9990	11	41	41	41	5	12	9	1	2	1	0	1	10	5	12	9	1	2	1	0	1	10	5	12	9	1	2	1	0	1	10	1.47073456E8	1.26191896E8	1.68637248E8	2.38890768E8	3.10242112E8	2.29307792E8	2.71092384E8	3.20961632E8	2.57987328E8	1.47073456E8	1.26191896E8	1.68637248E8	2.38890768E8	3.10242112E8	2.29307792E8	2.71092384E8	3.20961632E8	2.57987328E8	1.47073456E8	1.26191896E8	1.68637248E8	2.38890768E8	3.10242112E8	2.29307792E8	2.71092384E8	3.20961632E8	2.57987328E8	
sp|Q7L513|FCRLA_HUMAN	Q7L513	FCRLA_HUMAN	FCRLA	359	22.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fc receptor-like A	1.0000	0.9990	9	52	52	52	1	0	0	3	9	16	3	4	16	1	0	0	3	9	16	3	4	16	1	0	0	3	9	16	3	4	16	4.8142752E7	3.083096E7	3.6887212E7	9.576136E7	4.26901888E8	5.5474778E8	1.15623424E8	1.07940088E8	4.126184E8	4.8142752E7	3.083096E7	3.6887212E7	9.576136E7	4.26901888E8	5.5474778E8	1.15623424E8	1.07940088E8	4.126184E8	4.8142752E7	3.083096E7	3.6887212E7	9.576136E7	4.26901888E8	5.5474778E8	1.15623424E8	1.07940088E8	4.126184E8	
sp|Q7Z333|SETX_HUMAN	Q7Z333	SETX_HUMAN	SETX	2677	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Probable helicase senataxin	1.0000	0.9990	8	19	19	19	0	0	0	5	0	0	5	9	0	0	0	0	5	0	0	5	9	0	0	0	0	5	0	0	5	9	0	7470627.0	7577712.0	5772295.5	1.64643072E8	1.1783572E8	4.563976E7	1.51019024E8	2.10112528E8	9.9599232E7	7470627.0	7577712.0	5772295.5	1.64643072E8	1.1783572E8	4.563976E7	1.51019024E8	2.10112528E8	9.9599232E7	7470627.0	7577712.0	5772295.5	1.64643072E8	1.1783572E8	4.563976E7	1.51019024E8	2.10112528E8	9.9599232E7	
sp|Q7Z3K3|POGZ_HUMAN	Q7Z3K3	POGZ_HUMAN	POGZ	1410	13.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pogo transposable element with ZNF domain	1.0000	0.9990	13	40	40	40	0	0	0	10	1	0	10	13	6	0	0	0	10	1	0	10	13	6	0	0	0	10	1	0	10	13	6	2.0820544E7	1.5806464E7	1.603479E7	2.23324064E8	2.01643568E8	1.33951496E8	2.66977776E8	2.38654304E8	1.90190064E8	2.0820544E7	1.5806464E7	1.603479E7	2.23324064E8	2.01643568E8	1.33951496E8	2.66977776E8	2.38654304E8	1.90190064E8	2.0820544E7	1.5806464E7	1.603479E7	2.23324064E8	2.01643568E8	1.33951496E8	2.66977776E8	2.38654304E8	1.90190064E8	
sp|Q7Z417|NUFP2_HUMAN	Q7Z417	NUFP2_HUMAN	NUFIP2	695	23.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear fragile X mental retardation-interacting protein 2	1.0000	0.9990	13	61	61	61	0	0	0	17	4	8	16	11	5	0	0	0	17	4	8	16	11	5	0	0	0	17	4	8	16	11	5	0.0	0.0	0.0	2.99279936E8	1.9275424E8	1.85737296E8	3.33915584E8	2.98751584E8	2.16056992E8	0.0	0.0	0.0	2.99279936E8	1.9275424E8	1.85737296E8	3.33915584E8	2.98751584E8	2.16056992E8	0.0	0.0	0.0	2.99279936E8	1.9275424E8	1.85737296E8	3.33915584E8	2.98751584E8	2.16056992E8	
sp|Q7Z5J4|RAI1_HUMAN	Q7Z5J4	RAI1_HUMAN	RAI1	1906	12.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retinoic acid-induced protein 1	1.0000	0.9990	15	48	47	48	0	0	0	13	2	0	18	13	2	0	0	0	12	2	0	18	13	2	0	0	0	13	2	0	18	13	2	6286859.0	3889699.5	0.0	2.87396576E8	1.88326816E8	1.2876376E8	3.62234944E8	3.74308608E8	1.68113664E8	6286859.0	3889699.5	0.0	2.87396576E8	1.88326816E8	1.2876376E8	3.62234944E8	3.74308608E8	1.68113664E8	6286859.0	3889699.5	0.0	2.87396576E8	1.88326816E8	1.2876376E8	3.62234944E8	3.74308608E8	1.68113664E8	
sp|Q7Z7K6|CENPV_HUMAN	Q7Z7K6	CENPV_HUMAN	CENPV	275	26.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Centromere protein V	1.0000	0.9990	5	28	28	28	2	4	3	5	5	1	3	4	1	2	4	3	5	5	1	3	4	1	2	4	3	5	5	1	3	4	1	3.973884E7	5.9559376E7	5.8475064E7	1.35800768E8	1.47347664E8	6.8938048E7	1.88500912E8	1.089284E8	9.6022216E7	3.973884E7	5.9559376E7	5.8475064E7	1.35800768E8	1.47347664E8	6.8938048E7	1.88500912E8	1.089284E8	9.6022216E7	3.973884E7	5.9559376E7	5.8475064E7	1.35800768E8	1.47347664E8	6.8938048E7	1.88500912E8	1.089284E8	9.6022216E7	
sp|Q86TG7|PEG10_HUMAN	Q86TG7	PEG10_HUMAN	PEG10	708	8.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retrotransposon-derived protein PEG10	1.0000	0.9990	5	12	12	12	0	0	0	3	1	0	5	3	0	0	0	0	3	1	0	5	3	0	0	0	0	3	1	0	5	3	0	0.0	0.0	0.0	1.043626E8	9.1619952E7	8.096708E7	1.5929736E8	9.0344312E7	4.3529604E7	0.0	0.0	0.0	1.043626E8	9.1619952E7	8.096708E7	1.5929736E8	9.0344312E7	4.3529604E7	0.0	0.0	0.0	1.043626E8	9.1619952E7	8.096708E7	1.5929736E8	9.0344312E7	4.3529604E7	
sp|Q86U86|PB1_HUMAN	Q86U86	PB1_HUMAN	PBRM1	1689	2.10	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein polybromo-1	1.0000	0.9990	6	10	10	10	1	2	0	1	1	0	2	1	2	1	2	0	1	1	0	2	1	2	1	2	0	1	1	0	2	1	2	7.5179752E7	5.581902E7	7.786384E7	1.258408E8	1.25914096E8	1.00124728E8	1.25443576E8	1.39712128E8	9.5753E7	7.5179752E7	5.581902E7	7.786384E7	1.258408E8	1.25914096E8	1.00124728E8	1.25443576E8	1.39712128E8	9.5753E7	7.5179752E7	5.581902E7	7.786384E7	1.258408E8	1.25914096E8	1.00124728E8	1.25443576E8	1.39712128E8	9.5753E7	
sp|Q86UP2|KTN1_HUMAN	Q86UP2	KTN1_HUMAN	KTN1	1357	3.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Kinectin	1.0000	0.9990	5	7	7	7	0	0	0	0	1	1	1	0	4	0	0	0	0	1	1	1	0	4	0	0	0	0	1	1	1	0	4	3474418.2	1889502.6	0.0	2.834833E7	2.7135078E7	1.6289132E7	3.359898E7	1.2645079E7	3.8563772E7	3474418.2	1889502.6	0.0	2.834833E7	2.7135078E7	1.6289132E7	3.359898E7	1.2645079E7	3.8563772E7	3474418.2	1889502.6	0.0	2.834833E7	2.7135078E7	1.6289132E7	3.359898E7	1.2645079E7	3.8563772E7	
sp|Q86V81|THOC4_HUMAN	Q86V81	THOC4_HUMAN	ALYREF	257	13.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	THO complex subunit 4	1.0000	0.9990	2	5	5	5	0	0	0	1	1	0	2	0	1	0	0	0	1	1	0	2	0	1	0	0	0	1	1	0	2	0	1	981243.2	3495397.5	3060304.2	3.2031268E7	8066949.5	3.861168E7	5.2591616E7	1.9033396E7	3.0228986E7	981243.2	3495397.5	3060304.2	3.2031268E7	8066949.5	3.861168E7	5.2591616E7	1.9033396E7	3.0228986E7	981243.2	3495397.5	3060304.2	3.2031268E7	8066949.5	3.861168E7	5.2591616E7	1.9033396E7	3.0228986E7	
sp|Q86YP4|P66A_HUMAN	Q86YP4	P66A_HUMAN	GATAD2A	633	7.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Transcriptional repressor p66-alpha	1.0000	0.9990	3	4	4	15	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	2	1	0	0	0	0	3	2	1	4	3	2	2889046.0	3449037.5	0.0	3.3046544E7	2.0159632E7	1.5111981E7	3.5928828E7	2.951673E7	2.1980136E7	2889046.0	3449037.5	0.0	3.3046544E7	2.0159632E7	1.5111981E7	3.5928828E7	2.951673E7	2.1980136E7	2889046.0	3449037.5	0.0	7.4264976E7	2.0159632E7	4.4916328E7	8.872608E7	7.7431656E7	6.477996E7	
sp|Q86YZ3|HORN_HUMAN	Q86YZ3	HORN_HUMAN	HRNR	2850	11.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hornerin	1.0000	0.9990	11	102	102	102	6	25	10	2	0	29	13	3	14	6	25	10	2	0	29	13	3	14	6	25	10	2	0	29	13	3	14	2.0575018E7	1.03111384E8	3.2643556E7	6721775.5	3.7318532E7	4.22392992E8	1.6277184E8	3.317975E7	8.0265856E7	2.0575018E7	1.03111384E8	3.2643556E7	6721775.5	3.7318532E7	4.22392992E8	1.6277184E8	3.317975E7	8.0265856E7	2.0575018E7	1.03111384E8	3.2643556E7	6721775.5	3.7318532E7	4.22392992E8	1.6277184E8	3.317975E7	8.0265856E7	
sp|Q8IX01|SUGP2_HUMAN	Q8IX01	SUGP2_HUMAN	SUGP2	1082	4.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	SURP and G-patch domain-containing protein 2	1.0000	0.9990	4	8	8	8	0	0	0	2	0	0	3	3	0	0	0	0	2	0	0	3	3	0	0	0	0	2	0	0	3	3	0	1.5949202E7	1.338569E7	8498821.0	9.8848536E7	8.1342448E7	5.0016944E7	1.07263624E8	1.09657408E8	7.4912832E7	1.5949202E7	1.338569E7	8498821.0	9.8848536E7	8.1342448E7	5.0016944E7	1.07263624E8	1.09657408E8	7.4912832E7	1.5949202E7	1.338569E7	8498821.0	9.8848536E7	8.1342448E7	5.0016944E7	1.07263624E8	1.09657408E8	7.4912832E7	
sp|Q8IX12|CCAR1_HUMAN	Q8IX12	CCAR1_HUMAN	CCAR1	1150	3.00	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell division cycle and apoptosis regulator protein 1	1.0000	0.9990	4	7	7	7	0	0	0	1	1	0	2	3	0	0	0	0	1	1	0	2	3	0	0	0	0	1	1	0	2	3	0	2382087.8	1884172.5	2623496.0	2.071708E7	1.2765125E7	1.6827076E7	1.7409286E7	2.6092336E7	1.0188271E7	2382087.8	1884172.5	2623496.0	2.071708E7	1.2765125E7	1.6827076E7	1.7409286E7	2.6092336E7	1.0188271E7	2382087.8	1884172.5	2623496.0	2.071708E7	1.2765125E7	1.6827076E7	1.7409286E7	2.6092336E7	1.0188271E7	
sp|Q8IYL3|CA174_HUMAN	Q8IYL3	CA174_HUMAN	C1orf174	243	10.70	Homo sapiens OX=9606	1:Experimental evidence at protein level	UPF0688 protein C1orf174	1.0000	0.9990	2	10	10	10	0	0	0	2	1	0	2	4	1	0	0	0	2	1	0	2	4	1	0	0	0	2	1	0	2	4	1	0.0	0.0	0.0	5.7647604E7	2.2558998E7	2.7547006E7	4.1045112E7	3.2949788E7	1.973486E7	0.0	0.0	0.0	5.7647604E7	2.2558998E7	2.7547006E7	4.1045112E7	3.2949788E7	1.973486E7	0.0	0.0	0.0	5.7647604E7	2.2558998E7	2.7547006E7	4.1045112E7	3.2949788E7	1.973486E7	
sp|Q8N0X7|SPART_HUMAN	Q8N0X7	SPART_HUMAN	SPART	666	6.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Spartin	1.0000	0.9990	5	12	12	12	0	0	0	2	1	2	5	2	0	0	0	0	2	1	2	5	2	0	0	0	0	2	1	2	5	2	0	0.0	0.0	0.0	1.62727584E8	1.1506556E8	1.04015208E8	1.90331616E8	1.43345296E8	4.8623384E7	0.0	0.0	0.0	1.62727584E8	1.1506556E8	1.04015208E8	1.90331616E8	1.43345296E8	4.8623384E7	0.0	0.0	0.0	1.62727584E8	1.1506556E8	1.04015208E8	1.90331616E8	1.43345296E8	4.8623384E7	
sp|Q8N163|CCAR2_HUMAN	Q8N163	CCAR2_HUMAN	CCAR2	923	6.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cell cycle and apoptosis regulator protein 2	1.0000	0.9990	5	14	14	14	0	0	0	2	1	1	2	3	5	0	0	0	2	1	1	2	3	5	0	0	0	2	1	1	2	3	5	6270881.0	5084975.0	0.0	5.7754044E7	7.0333288E7	4.9429648E7	8.1584096E7	8.4192768E7	1.03541968E8	6270881.0	5084975.0	0.0	5.7754044E7	7.0333288E7	4.9429648E7	8.1584096E7	8.4192768E7	1.03541968E8	6270881.0	5084975.0	0.0	5.7754044E7	7.0333288E7	4.9429648E7	8.1584096E7	8.4192768E7	1.03541968E8	
sp|Q8N1G0|ZN687_HUMAN	Q8N1G0	ZN687_HUMAN	ZNF687	1237	7.90	Homo sapiens OX=9606	1:Experimental evidence at protein level	Zinc finger protein 687	1.0000	0.9990	5	19	19	19	0	0	0	3	1	1	2	6	6	0	0	0	3	1	1	2	6	6	0	0	0	3	1	1	2	6	6	6.8669832E7	2.026652E7	3.5336152E7	8.7132616E7	1.11616368E8	1.12514664E8	9.966384E7	1.10382704E8	1.04599424E8	6.8669832E7	2.026652E7	3.5336152E7	8.7132616E7	1.11616368E8	1.12514664E8	9.966384E7	1.10382704E8	1.04599424E8	6.8669832E7	2.026652E7	3.5336152E7	8.7132616E7	1.11616368E8	1.12514664E8	9.966384E7	1.10382704E8	1.04599424E8	
sp|Q8N5C6|SRBD1_HUMAN	Q8N5C6	SRBD1_HUMAN	SRBD1	995	2.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	S1 RNA-binding domain-containing protein 1	1.0000	0.9990	3	5	5	5	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0.0	0.0	0.0	1.1121421E7	0.0	0.0	1.1609356E7	1.2655059E7	0.0	0.0	0.0	0.0	1.1121421E7	0.0	0.0	1.1609356E7	1.2655059E7	0.0	0.0	0.0	0.0	1.1121421E7	0.0	0.0	1.1609356E7	1.2655059E7	0.0	
sp|Q8N884|CGAS_HUMAN	Q8N884	CGAS_HUMAN	CGAS	522	13.80	Homo sapiens OX=9606	1:Experimental evidence at protein level	Cyclic GMP-AMP synthase	1.0000	0.9990	8	34	34	34	0	0	0	10	2	0	10	11	1	0	0	0	10	2	0	10	11	1	0	0	0	10	2	0	10	11	1	9766524.0	1.0848534E7	1.2415504E7	2.36049536E8	1.47952224E8	1.27182472E8	2.55028944E8	2.37637984E8	1.33032208E8	9766524.0	1.0848534E7	1.2415504E7	2.36049536E8	1.47952224E8	1.27182472E8	2.55028944E8	2.37637984E8	1.33032208E8	9766524.0	1.0848534E7	1.2415504E7	2.36049536E8	1.47952224E8	1.27182472E8	2.55028944E8	2.37637984E8	1.33032208E8	
sp|Q8N9Q2|SR1IP_HUMAN	Q8N9Q2	SR1IP_HUMAN	SREK1IP1	155	15.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SREK1IP1	1.0000	0.9990	3	33	33	33	4	5	4	3	4	4	3	2	4	4	5	4	3	4	4	3	2	4	4	5	4	3	4	4	3	2	4	7.8688E7	8.7591888E7	8.4908472E7	9.5960952E7	1.22301192E8	1.09007984E8	1.03732568E8	2.441701E7	1.40426304E8	7.8688E7	8.7591888E7	8.4908472E7	9.5960952E7	1.22301192E8	1.09007984E8	1.03732568E8	2.441701E7	1.40426304E8	7.8688E7	8.7591888E7	8.4908472E7	9.5960952E7	1.22301192E8	1.09007984E8	1.03732568E8	2.441701E7	1.40426304E8	
sp|Q8NE71|ABCF1_HUMAN	Q8NE71	ABCF1_HUMAN	ABCF1	845	24.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-binding cassette sub-family F member 1	1.0000	0.9990	14	57	56	57	0	0	0	15	4	5	16	12	5	0	0	0	15	4	5	16	11	5	0	0	0	15	4	5	16	12	5	0.0	0.0	0.0	3.45422528E8	2.0591392E8	2.10928672E8	3.48280064E8	3.10571072E8	1.60126592E8	0.0	0.0	0.0	3.45422528E8	2.0591392E8	2.10928672E8	3.48280064E8	3.10571072E8	1.60126592E8	0.0	0.0	0.0	3.45422528E8	2.0591392E8	2.10928672E8	3.48280064E8	3.10571072E8	1.60126592E8	
sp|Q8NFC6|BD1L1_HUMAN	Q8NFC6	BD1L1_HUMAN	BOD1L1	3051	1.30	Homo sapiens OX=9606	1:Experimental evidence at protein level	Biorientation of chromosomes in cell division protein 1-like 1	1.0000	0.9990	3	3	3	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	0	0.0	0.0	0.0	3.8830672E7	4975783.0	4857378.0	3.9993168E7	3.4215848E7	1.722344E7	0.0	0.0	0.0	3.8830672E7	4975783.0	4857378.0	3.9993168E7	3.4215848E7	1.722344E7	0.0	0.0	0.0	3.8830672E7	4975783.0	4857378.0	3.9993168E7	3.4215848E7	1.722344E7	
sp|Q8TA86|RP9_HUMAN	Q8TA86	RP9_HUMAN	RP9	221	31.20	Homo sapiens OX=9606	1:Experimental evidence at protein level	Retinitis pigmentosa 9 protein	1.0000	0.9990	9	64	64	64	12	14	12	2	6	5	2	2	9	12	14	12	2	6	5	2	2	9	12	14	12	2	6	5	2	2	9	1.5653304E8	1.80839408E8	2.0651536E8	1.47731376E8	2.40375888E8	2.32015008E8	1.80359088E8	1.50736352E8	2.24444576E8	1.5653304E8	1.80839408E8	2.0651536E8	1.47731376E8	2.40375888E8	2.32015008E8	1.80359088E8	1.50736352E8	2.24444576E8	1.5653304E8	1.80839408E8	2.0651536E8	1.47731376E8	2.40375888E8	2.32015008E8	1.80359088E8	1.50736352E8	2.24444576E8	
sp|Q8TDD1|DDX54_HUMAN	Q8TDD1	DDX54_HUMAN	DDX54	881	8.60	Homo sapiens OX=9606	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX54	1.0000	0.9990	5	11	11	16	0	2	0	2	0	0	2	3	2	0	2	0	2	0	0	2	3	2	0	2	0	2	1	0	4	3	4	1.5882883E7	1.1162331E7	3927192.0	6.4699296E7	5.0148096E7	2.5673792E7	8.6546592E7	7.2349928E7	4.2306244E7	1.5882883E7	1.1162331E7	3927192.0	6.4699296E7	5.0148096E7	2.5673792E7	8.6546592E7	7.2349928E7	4.2306244E7	1.5882883E7	1.1162331E7	3927192.0	6.4699296E7	5.0148096E7	2.5673792E7	8.6546592E7	7.2349928E7	4.2306244E7	
sp|Q8WUA2|PPIL4_HUMAN	Q8WUA2	PPIL4_HUMAN	PPIL4	492	7.50	Homo sapiens OX=9606	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase-like 4	1.0000	0.9990	2	4	4	4	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	1	0	0	2.1438662E7	0.0	0.0	4.6310296E7	0.0	0.0	2.7486898E7	0.0	2.2104356E7	2.1438662E7	0.0	0.0	4.6310296E7	0.0	0.0	2.7486898E7	0.0	2.2104356E7	2.1438662E7	0.0	0.0	4.6310296E7	0.0	0.0	2.7486898E7	0.0	2.2104356E7	
