Protein	Protein ID	Entry Name	Gene	Protein Length	Coverage	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Spectral Count	20220119_C27283_008_S353679_M_1 Spectral Count	20220119_C27283_010_S353680_M_2 Spectral Count	20220119_C27283_012_S353681_M_3 Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Unique Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Unique Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Unique Spectral Count	20220119_C27283_008_S353679_M_1 Unique Spectral Count	20220119_C27283_010_S353680_M_2 Unique Spectral Count	20220119_C27283_012_S353681_M_3 Unique Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Total Spectral Count	20220119_C27283_004_S353677_B-GFP_02 Total Spectral Count	20220119_C27283_006_S353678_B-GFP_03 Total Spectral Count	20220119_C27283_008_S353679_M_1 Total Spectral Count	20220119_C27283_010_S353680_M_2 Total Spectral Count	20220119_C27283_012_S353681_M_3 Total Spectral Count	20220119_C27283_002_S353676_B-GFP_01 Intensity	20220119_C27283_004_S353677_B-GFP_02 Intensity	20220119_C27283_006_S353678_B-GFP_03 Intensity	20220119_C27283_008_S353679_M_1 Intensity	20220119_C27283_010_S353680_M_2 Intensity	20220119_C27283_012_S353681_M_3 Intensity	20220119_C27283_002_S353676_B-GFP_01 Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 Unique Intensity	20220119_C27283_008_S353679_M_1 Unique Intensity	20220119_C27283_010_S353680_M_2 Unique Intensity	20220119_C27283_012_S353681_M_3 Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 Total Intensity	20220119_C27283_004_S353677_B-GFP_02 Total Intensity	20220119_C27283_006_S353678_B-GFP_03 Total Intensity	20220119_C27283_008_S353679_M_1 Total Intensity	20220119_C27283_010_S353680_M_2 Total Intensity	20220119_C27283_012_S353681_M_3 Total Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Unique Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Unique Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Unique Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Unique Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Unique Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Unique Intensity	20220119_C27283_002_S353676_B-GFP_01 MaxLFQ Total Intensity	20220119_C27283_004_S353677_B-GFP_02 MaxLFQ Total Intensity	20220119_C27283_006_S353678_B-GFP_03 MaxLFQ Total Intensity	20220119_C27283_008_S353679_M_1 MaxLFQ Total Intensity	20220119_C27283_010_S353680_M_2 MaxLFQ Total Intensity	20220119_C27283_012_S353681_M_3 MaxLFQ Total Intensity	Indistinguishable Proteins
sp|Q9ZR03|UCRIA_ARATH	Q9ZR03	UCRIA_ARATH	petC	229	18.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Cytochrome b6-f complex iron-sulfur subunit, chloroplastic	1.0000	0.9990	3	9	9	9	2	3	1	0	0	3	2	3	1	0	0	3	2	3	1	0	0	3	2.9201064E7	4.0489412E7	2979087.2	0.0	0.0	2.307232E7	2.9201064E7	4.0489412E7	2979087.2	0.0	0.0	2.307232E7	2.9201064E7	4.0489412E7	2979087.2	0.0	0.0	2.307232E7	1.5432482E7	2.80507E7	0.0	0.0	0.0	1.1946414E7	1.5432482E7	2.80507E7	0.0	0.0	0.0	1.1946414E7	1.5432482E7	2.80507E7	0.0	0.0	0.0	1.1946414E7	
sp|Q9ZS51|PMP22_ARATH	Q9ZS51	PMP22_ARATH	PMP22	190	23.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Peroxisomal membrane protein PMP22	1.0000	0.9990	3	4	4	4	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0.0	972759.7	0.0	2844764.8	0.0	0.0	0.0	972759.7	0.0	2844764.8	0.0	0.0	0.0	972759.7	0.0	2844764.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ZT82|CALSC_ARATH	Q9ZT82	CALSC_ARATH	CALS12	1780	2.80	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Callose synthase 12	1.0000	0.9990	2	2	2	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0.0	2035292.6	0.0	2253205.5	0.0	0.0	0.0	2035292.6	0.0	2253205.5	0.0	0.0	0.0	2035292.6	0.0	2253205.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9ZUF6|SBT18_ARATH	Q9ZUF6	SBT18_ARATH	SBT1.8	754	23.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Subtilisin-like protease SBT1.8	1.0000	0.9990	7	15	15	15	4	7	3	1	0	0	4	7	3	1	0	0	4	7	3	1	0	0	3.4209032E7	6.780748E7	2.7080558E7	730078.06	642824.5	2070523.4	3.4209032E7	6.780748E7	2.7080558E7	730078.06	642824.5	2070523.4	3.4209032E7	6.780748E7	2.7080558E7	730078.06	642824.5	2070523.4	1.4334697E7	3.0411572E7	1.0715453E7	0.0	0.0	2562910.8	1.4334697E7	3.0411572E7	1.0715453E7	0.0	0.0	2562910.8	1.4334697E7	3.0411572E7	1.0715453E7	0.0	0.0	2562910.8	
sp|Q9ZVL6|U603_ARATH	Q9ZVL6	U603_ARATH	At1g54780	285	9.50	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	UPF0603 protein At1g54780, chloroplastic	1.0000	0.9980	2	3	3	3	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1.345374E7	972183.94	0.0	535515.25	1946201.2	5769513.5	1.345374E7	972183.94	0.0	535515.25	1946201.2	5769513.5	1.345374E7	972183.94	0.0	535515.25	1946201.2	5769513.5	9354247.0	0.0	0.0	0.0	2237246.5	0.0	9354247.0	0.0	0.0	0.0	2237246.5	0.0	9354247.0	0.0	0.0	0.0	2237246.5	0.0	
tr|A0A1P8AVY3|A0A1P8AVY3_ARATH	A0A1P8AVY3	A0A1P8AVY3_ARATH	TLL1	504	30.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Triacylglycerol lipase-like 1	1.0000	0.9990	9	15	0	15	3	4	4	2	1	1	0	0	0	0	0	0	3	4	4	2	1	1	3.171728E7	4.6005232E7	2.5767672E7	0.0	6074812.5	6367640.0	0.0	0.0	0.0	0.0	0.0	0.0	3.171728E7	4.6005232E7	2.5767672E7	0.0	6074812.5	6367640.0	1.1786388E7	3.2281402E7	1.1852687E7	2.3138066E7	2380347.5	2914933.2	0.0	0.0	0.0	0.0	0.0	0.0	1.1786388E7	3.2281402E7	1.1852687E7	2.3138066E7	2380347.5	2914933.2	tr|F4HRB4|F4HRB4_ARATH, tr|Q8L7S1|Q8L7S1_ARATH
tr|B3H6K6|B3H6K6_ARATH	B3H6K6	B3H6K6_ARATH	FLDH	305	7.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	NAD(P)-binding Rossmann-fold superfamily protein	1.0000	0.9989	2	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|F4JIW8|F4JIW8_ARATH, tr|Q9SZB3|Q9SZB3_ARATH
tr|F4IPJ1|F4IPJ1_ARATH	F4IPJ1	F4IPJ1_ARATH	At2g17930	3858	0.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Phosphatidylinositol 3-and 4-kinase family protein with FAT domain-containing protein	1.0000	0.9989	2	2	2	2	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	435716.34	949613.5	0.0	0.0	107185.67	130596.586	435716.34	949613.5	0.0	0.0	107185.67	130596.586	435716.34	949613.5	0.0	0.0	107185.67	130596.586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|F4J9A0|F4J9A0_ARATH	F4J9A0	F4J9A0_ARATH	NodGS	852	20.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Nodulin/glutamine synthase-like protein	1.0000	0.9990	13	16	16	16	0	0	0	0	0	16	0	0	0	0	0	16	0	0	0	0	0	16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|Q42139|Q42139_ARATH	Q42139	Q42139_ARATH	PDE334	219	25.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	AT4g32260/F10M6_100	1.0000	0.9990	3	11	11	11	2	4	2	2	0	1	2	4	2	2	0	1	2	4	2	2	0	1	7523302.0	1.4967148E7	3320209.0	0.0	654538.9	4251381.0	7523302.0	1.4967148E7	3320209.0	0.0	654538.9	4251381.0	7523302.0	1.4967148E7	3320209.0	0.0	654538.9	4251381.0	0.0	1.9846906E7	0.0	0.0	0.0	3206094.0	0.0	1.9846906E7	0.0	0.0	0.0	3206094.0	0.0	1.9846906E7	0.0	0.0	0.0	3206094.0	
tr|Q9LMQ2|Q9LMQ2_ARATH	Q9LMQ2	Q9LMQ2_ARATH	CHLOROPHYLL	258	41.50	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Chlorophyll a-b binding protein, chloroplastic	1.0000	0.9990	8	24	24	24	5	8	3	4	0	4	5	8	3	4	0	4	5	8	3	4	0	4	1.14344128E8	1.63926528E8	3.8961624E7	3270193.8	3635210.0	3.1862766E7	1.14344128E8	1.63926528E8	3.8961624E7	3270193.8	3635210.0	3.1862766E7	1.14344128E8	1.63926528E8	3.8961624E7	3270193.8	3635210.0	3.1862766E7	2.8458446E7	5.329072E7	1.8715108E7	1.1855184E7	2350355.8	9048812.0	2.8458446E7	5.329072E7	1.8715108E7	1.1855184E7	2350355.8	9048812.0	2.8458446E7	5.329072E7	1.8715108E7	1.1855184E7	2350355.8	9048812.0	
tr|Q9LT39|Q9LT39_ARATH	Q9LT39	Q9LT39_ARATH	At3g20820	365	17.30	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Leucine-rich repeat (LRR) family protein	1.0000	0.9990	6	9	9	9	1	1	0	0	1	6	1	1	0	0	1	6	1	1	0	0	1	6	5759807.5	1.0221561E7	0.0	0.0	2148691.5	3.0729968E7	5759807.5	1.0221561E7	0.0	0.0	2148691.5	3.0729968E7	5759807.5	1.0221561E7	0.0	0.0	2148691.5	3.0729968E7	2835941.8	4810959.0	0.0	0.0	1259335.5	1.3214463E7	2835941.8	4810959.0	0.0	0.0	1259335.5	1.3214463E7	2835941.8	4810959.0	0.0	0.0	1259335.5	1.3214463E7	
tr|Q9M1X3|Q9M1X3_ARATH	Q9M1X3	Q9M1X3_ARATH	F16M2_10	69	52.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	AT3g63160/F16M2_10	1.0000	0.9990	3	5	5	5	1	3	0	0	0	1	1	3	0	0	0	1	1	3	0	0	0	1	1.8465552E7	2.729412E7	0.0	0.0	3361656.8	6912960.5	1.8465552E7	2.729412E7	0.0	0.0	3361656.8	6912960.5	1.8465552E7	2.729412E7	0.0	0.0	3361656.8	6912960.5	1.155632E7	3.575854E7	0.0	0.0	0.0	0.0	1.155632E7	3.575854E7	0.0	0.0	0.0	0.0	1.155632E7	3.575854E7	0.0	0.0	0.0	0.0	
sp|B9DGT7|TBA2_ARATH	B9DGT7	TBA2_ARATH	TUBA2	450	11.90	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Tubulin alpha-2 chain	1.0000	0.9990	4	8	0	8	4	2	0	0	0	2	0	0	0	0	0	0	4	2	0	0	0	2	3.1714656E7	4.5901284E7	0.0	0.0	2235272.2	8386438.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1714656E7	4.5901284E7	0.0	0.0	2235272.2	8386438.0	1.5924653E7	2.0620088E7	0.0	0.0	1879022.0	4558253.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5924653E7	2.0620088E7	0.0	0.0	1879022.0	4558253.0	sp|P29511|TBA6_ARATH, sp|Q0WV25|TBA4_ARATH, tr|B9DFF8|B9DFF8_ARATH
sp|O03042|RBL_ARATH	O03042	RBL_ARATH	rbcL	479	34.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Ribulose bisphosphate carboxylase large chain	1.0000	0.9990	13	74	70	74	15	13	10	6	9	21	14	12	10	6	9	19	15	13	10	6	9	21	3.80236256E8	5.3809062E8	1.85109152E8	1.8936222E7	6.1287004E7	6.5862003E8	3.80236256E8	5.3809062E8	1.85109152E8	1.8936222E7	6.1287004E7	6.5862003E8	3.80236256E8	5.3809062E8	1.85109152E8	1.8936222E7	6.1287004E7	6.5862003E8	1.4693744E8	2.03140976E8	7.2815376E7	1.2161066E7	2.1913546E7	2.57360128E8	1.51346816E8	2.0262936E8	7.2815376E7	1.2161066E7	2.1338978E7	2.57237696E8	1.4693744E8	2.03140976E8	7.2815376E7	1.2161066E7	2.1913546E7	2.57360128E8	
sp|O03986|HS904_ARATH	O03986	HS904_ARATH	HSP90-4	699	6.60	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Heat shock protein 90-4	1.0000	0.9990	6	6	0	6	2	3	1	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	6275737.0	3463272.0	0.0	0.0	263382.44	1082397.5	0.0	0.0	0.0	0.0	0.0	0.0	6275737.0	3463272.0	0.0	0.0	263382.44	1082397.5	3267538.8	3463272.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3267538.8	3463272.0	0.0	0.0	0.0	0.0	sp|P51818|HS903_ARATH, sp|P55737|HS902_ARATH, tr|F4K6B6|F4K6B6_ARATH
sp|O04309|JAL35_ARATH	O04309	JAL35_ARATH	JAL35	451	21.70	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Jacalin-related lectin 35	1.0000	0.9990	4	4	1	4	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O04621|TBL26_ARATH	O04621	TBL26_ARATH	TBL26	442	21.30	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Protein trichome birefringence-like 26	1.0000	0.9990	8	26	22	26	9	10	7	0	0	0	8	8	6	0	0	0	9	10	7	0	0	0	1.13684112E8	2.18231936E8	6.9979104E7	0.0	0.0	858281.7	1.02122848E8	2.06551024E8	6.3228908E7	0.0	0.0	858281.7	1.13684112E8	2.18231936E8	6.9979104E7	0.0	0.0	858281.7	5.174E7	1.06052888E8	3.3241402E7	0.0	0.0	0.0	5.1779856E7	1.07306872E8	3.282766E7	0.0	0.0	0.0	5.174E7	1.06052888E8	3.3241402E7	0.0	0.0	0.0	
sp|O23255|SAHH1_ARATH	O23255	SAHH1_ARATH	SAHH1	485	26.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Adenosylhomocysteinase 1	1.0000	0.9990	10	35	0	35	11	9	7	2	2	4	0	0	0	0	0	0	11	9	7	2	2	4	6.63955E7	9.7591168E7	3.0804244E7	2073531.5	3000991.0	2.3010652E7	0.0	0.0	0.0	0.0	0.0	0.0	6.63955E7	9.7591168E7	3.0804244E7	2073531.5	3000991.0	2.3010652E7	2.5295394E7	4.1853216E7	1.2599765E7	4792243.5	1582311.5	9581159.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5295394E7	4.1853216E7	1.2599765E7	4792243.5	1582311.5	9581159.0	tr|F4JTV4|F4JTV4_ARATH
sp|O23629|H2B6_ARATH	O23629	H2B6_ARATH	H2B	150	24.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Histone H2B.6	1.0000	0.9990	3	9	0	9	3	1	0	1	2	2	0	0	0	0	0	0	3	1	0	1	2	2	8940330.0	1.5985709E7	0.0	2342469.5	1.0433917E7	6239337.0	0.0	0.0	0.0	0.0	0.0	0.0	8940330.0	1.5985709E7	0.0	2342469.5	1.0433917E7	6239337.0	5963843.0	1.0069123E7	0.0	0.0	7109738.5	4396570.0	0.0	0.0	0.0	0.0	0.0	0.0	5963843.0	1.0069123E7	0.0	0.0	7109738.5	4396570.0	sp|P40283|H2B11_ARATH, sp|Q9FFC0|H2B10_ARATH, sp|Q9LQQ4|H2B1_ARATH, sp|Q9LZT0|H2B7_ARATH, sp|Q9SI96|H2B3_ARATH
sp|O49006|PME3_ARATH	O49006	PME3_ARATH	PME3	592	5.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Pectinesterase/pectinesterase inhibitor 3	1.0000	0.9990	3	8	7	8	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	3	3366231.2	5094295.5	1631897.5	2139738.0	1571336.5	4857302.0	3366231.2	5094295.5	1631897.5	2139738.0	1571336.5	4857302.0	3366231.2	5094295.5	1631897.5	2139738.0	1571336.5	4857302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O49299|PGMC1_ARATH	O49299	PGMC1_ARATH	At1g23190	583	10.60	Arabidopsis thaliana OX=3702	2:Experimental evidence at transcript level	Probable phosphoglucomutase, cytoplasmic 1	1.0000	0.9990	5	11	1	11	5	3	1	0	1	1	1	0	0	0	0	0	5	3	1	0	1	1	1.4154345E7	2.4107004E7	2180043.8	797164.25	617660.94	4904634.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4154345E7	2.4107004E7	2180043.8	797164.25	617660.94	4904634.0	6419640.0	1.0575422E7	0.0	0.0	0.0	2293200.5	0.0	0.0	0.0	0.0	0.0	0.0	6419640.0	1.0575422E7	0.0	0.0	0.0	2293200.5	
sp|O49675|CCD4_ARATH	O49675	CCD4_ARATH	CCD4	595	20.80	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Probable carotenoid cleavage dioxygenase 4, chloroplastic	1.0000	0.9990	11	11	11	11	0	0	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	11	3802766.0	0.0	0.0	0.0	687050.44	2.0026386E7	3802766.0	0.0	0.0	0.0	687050.44	2.0026386E7	3802766.0	0.0	0.0	0.0	687050.44	2.0026386E7	2838061.5	0.0	0.0	0.0	0.0	1.5023082E7	2838061.5	0.0	0.0	0.0	0.0	1.5023082E7	2838061.5	0.0	0.0	0.0	0.0	1.5023082E7	
sp|O50008|METE1_ARATH	O50008	METE1_ARATH	MS1	765	27.10	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 1	1.0000	0.9990	14	37	16	37	9	8	7	6	7	0	3	5	3	3	2	0	9	8	7	6	7	0	4.2753004E7	6.822224E7	1.5426871E7	2.3527408E7	1.3787174E7	2460799.0	1.976739E7	4.353068E7	1.3515408E7	2.6557488E7	7075102.0	0.0	4.2753004E7	6.822224E7	1.5426871E7	2.3527408E7	1.3787174E7	2460799.0	1.5805074E7	2.9518124E7	9436504.0	1.5090087E7	5239377.0	1726976.2	1.2302821E7	2.475483E7	7686457.0	1.7646046E7	5164529.0	0.0	1.5805074E7	2.9518124E7	9436504.0	1.5090087E7	5239377.0	1726976.2	
sp|O80860|FTSH2_ARATH	O80860	FTSH2_ARATH	FTSH2	695	11.90	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	ATP-dependent zinc metalloprotease FTSH 2, chloroplastic	1.0000	0.9990	6	8	0	8	4	3	0	0	0	1	0	0	0	0	0	0	4	3	0	0	0	1	1.801768E7	1.5094666E7	0.0	0.0	0.0	7116091.0	0.0	0.0	0.0	0.0	0.0	0.0	1.801768E7	1.5094666E7	0.0	0.0	0.0	7116091.0	7209777.0	9851980.0	0.0	0.0	0.0	2615850.8	0.0	0.0	0.0	0.0	0.0	0.0	7209777.0	9851980.0	0.0	0.0	0.0	2615850.8	tr|A0A1P8AXC1|A0A1P8AXC1_ARATH
sp|O81826|H2A3_ARATH	O81826	H2A3_ARATH	At4g27230	131	29.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Probable histone H2A.3	1.0000	0.9990	2	6	0	6	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	5791428.5	1.478202E7	7309255.5	0.0	5764707.5	4549141.5	0.0	0.0	0.0	0.0	0.0	0.0	5791428.5	1.478202E7	7309255.5	0.0	5764707.5	4549141.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9C681|H2A1_ARATH, sp|Q9LD28|H2A6_ARATH, sp|Q9LHQ5|H2A2_ARATH
sp|P04264|K2C1_HUMAN	P04264	K2C1_HUMAN	KRT1	644	41.60	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 1	1.0000	0.9990	28	118	95	118	13	25	11	28	17	24	10	21	8	24	13	19	13	25	11	28	17	24	1.12626712E8	4.89861184E8	9.3111824E7	5.15603584E8	1.46032784E8	2.46065824E8	1.03979832E8	4.1528688E8	7.21956E7	3.5165744E8	8.7388192E7	1.78408144E8	1.12626712E8	4.89861184E8	9.3111824E7	5.15603584E8	1.46032784E8	2.46065824E8	5.6247864E7	2.51271904E8	4.2593764E7	2.47713696E8	6.5176116E7	1.14809144E8	3.6025212E7	1.66267856E8	2.6189318E7	1.5544696E8	3.796756E7	6.9613336E7	5.6247864E7	2.51271904E8	4.2593764E7	2.47713696E8	6.5176116E7	1.14809144E8	
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	48.20	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 2 epidermal	1.0000	0.9990	26	52	52	75	3	6	4	17	11	11	3	6	4	17	11	11	6	10	7	21	15	16	1.8735164E7	4.0160112E7	1.5843514E7	1.10307608E8	4.0919368E7	3.8089644E7	1.8735164E7	4.0160112E7	1.5843514E7	1.10307608E8	4.0919368E7	3.8089644E7	8.1775072E7	2.92049152E8	6.2464664E7	4.4529088E8	1.57223696E8	2.08167648E8	7506401.5	2.739197E7	9741036.0	3.9240104E7	1.4427831E7	1.485825E7	7506401.5	2.739197E7	9741036.0	3.9240104E7	1.4427831E7	1.485825E7	4.872172E7	1.71002304E8	5.8714636E7	2.47732624E8	9.4270272E7	9.7674688E7	
sp|P04778|CB1C_ARATH	P04778	CB1C_ARATH	LHCB1.3	267	73.40	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Chlorophyll a-b binding protein 1, chloroplastic	1.0000	0.9990	10	62	0	62	14	19	13	9	5	2	0	0	0	0	0	0	14	19	13	9	5	2	5.07854048E8	1.13724608E9	3.31120672E8	8.4371872E7	2.6606934E7	2.6151956E7	0.0	0.0	0.0	0.0	0.0	0.0	5.07854048E8	1.13724608E9	3.31120672E8	8.4371872E7	2.6606934E7	2.6151956E7	1.99133168E8	5.0131984E8	1.46221776E8	1.28648576E8	1.3024793E7	1.433917E7	0.0	0.0	0.0	0.0	0.0	0.0	1.99133168E8	5.0131984E8	1.46221776E8	1.28648576E8	1.3024793E7	1.433917E7	sp|P0CJ48|CB1A_ARATH, sp|Q8VZ87|CB1B_ARATH
tr|Q39142|Q39142_ARATH	Q39142	Q39142_ARATH	Lhb1B1	266	37.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Chlorophyll a-b binding protein, chloroplastic	1.0000	0.9990	9	3	3	62	1	1	1	0	0	0	1	1	1	0	0	0	14	18	14	9	5	2	3.34802E7	4.008874E7	1.4634252E7	0.0	0.0	0.0	3.34802E7	4.008874E7	1.4634252E7	0.0	0.0	0.0	5.07854048E8	1.13724608E9	3.31120672E8	8.4371872E7	2.6606934E7	2.6151956E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04007904E8	4.92954464E8	1.45149904E8	1.28648576E8	1.3024793E7	1.433917E7	
sp|Q9S7J7|CB22_ARATH	Q9S7J7	CB22_ARATH	LHCB2.2	265	36.20	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Chlorophyll a-b binding protein 2.2, chloroplastic	1.0000	0.9990	7	10	0	50	2	2	2	3	1	0	0	0	0	0	0	0	12	12	11	11	3	1	6.379212E7	9.903492E7	4.0502368E7	6004034.5	2874653.2	1915591.4	0.0	0.0	0.0	0.0	0.0	0.0	4.50206464E8	8.6104858E8	2.76808E8	6.406936E7	2.2246158E7	2.034089E7	6.0101164E7	8.087776E7	4.0343984E7	8430439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.675796E8	3.70971872E8	1.1936956E8	8.2129664E7	1.4303421E7	1.2086677E7	sp|Q9SHR7|CB21_ARATH
sp|Q9S7M0|CB3_ARATH	Q9S7M0	CB3_ARATH	LHCB3	265	37.00	Arabidopsis thaliana OX=3702	1:Experimental evidence at protein level	Chlorophyll a-b binding protein 3, chloroplastic	1.0000	0.9990	5	9	9	34	2	4	2	0	0	1	2	4	2	0	0	1	9	11	7	6	0	1	1.8312484E7	4.2546224E7	4776050.0	0.0	494586.16	2382927.8	1.8312484E7	4.2546224E7	4776050.0	0.0	494586.16	2382927.8	8.0575336E7	2.40925504E8	8.2436304E7	9.5562184E7	0.0	0.0	6115293.5	3.24746E7	8222716.0	0.0	0.0	0.0	6115293.5	3.24746E7	8222716.0	0.0	0.0	0.0	4.0767308E7	1.1578944E8	3.7825676E7	5.0968312E7	0.0	0.0	
